timestamp,model_version,start_date,end_date,label_column,task,label_transform,winsorize_p,pos_quantile,pos_topk,scale_pos_weight,scale_pos_weight_mode,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,early_stopping_rounds,tree_method,random_state,n_jobs,trade_days_count,total_samples,samples_after_filter,train_samples,val_samples,val_start_date,val_end_date,val_ratio,best_iteration,train_mse,train_rmse,train_r2,train_ic,train_accuracy,train_auc,train_precision,train_recall,val_mse,val_rmse,val_r2,val_ic,val_rank_ic,val_accuracy,val_auc,val_precision,val_recall,val_daily_rankic_mean,val_daily_rankic_std,val_daily_rankic_ir,wf_run_id,split_index,step_frequency,test_start_date,test_end_date,val_raw_start_date,val_raw_end_date,val_raw_n_dates,val_raw_samples,val_es_start_date,val_es_end_date,val_es_n_dates,val_es_samples,val_embargo_days,val_embargo_days_applied,val_embargo_n_dates,val_embargo_samples,val_embargo_start_date,val_embargo_end_date,val_top30_return_mean,val_top100_return_mean,val_top300_return_mean,val_top30_return_std,val_top100_return_std,val_top300_return_std,val_diagnostic_全市场收益_逐日均值的均值,val_diagnostic_全市场收益_逐日均值的标准差,val_diagnostic_全市场收益_逐日标准差的均值,val_diagnostic_每日样本数_最小,val_diagnostic_每日样本数_中位数,val_diagnostic_每日样本数_最大,val_diagnostic_每日样本数_最小日期,val_diagnostic_Top30_逐日均值的均值,val_diagnostic_Top30_逐日均值的标准差,val_diagnostic_Top30_相对全市场提升_均值,val_diagnostic_Top30_相对全市场提升_标准差,val_diagnostic_Top30_逐日均值_25分位,val_diagnostic_Top30_逐日均值_50分位,val_diagnostic_Top30_逐日均值_75分位,val_diagnostic_Top100_逐日均值的均值,val_diagnostic_Top100_逐日均值的标准差,val_diagnostic_Top100_相对全市场提升_均值,val_diagnostic_Top100_相对全市场提升_标准差,val_diagnostic_Top100_逐日均值_25分位,val_diagnostic_Top100_逐日均值_50分位,val_diagnostic_Top100_逐日均值_75分位,val_diagnostic_Top300_逐日均值的均值,val_diagnostic_Top300_逐日均值的标准差,val_diagnostic_Top300_相对全市场提升_均值,val_diagnostic_Top300_相对全市场提升_标准差,val_diagnostic_Top300_逐日均值_25分位,val_diagnostic_Top300_逐日均值_50分位,val_diagnostic_Top300_逐日均值_75分位,test_daily_rankic_mean,test_daily_rankic_std,test_daily_rankic_ir,test_top30_return_mean,test_top100_return_mean,test_top300_return_mean,test_top30_return_std,test_top100_return_std,test_top300_return_std,test_diagnostic_全市场收益_逐日均值的均值,test_diagnostic_全市场收益_逐日均值的标准差,test_diagnostic_全市场收益_逐日标准差的均值,test_diagnostic_每日样本数_最小,test_diagnostic_每日样本数_中位数,test_diagnostic_每日样本数_最大,test_diagnostic_每日样本数_最小日期,test_diagnostic_Top30_逐日均值的均值,test_diagnostic_Top30_逐日均值的标准差,test_diagnostic_Top30_相对全市场提升_均值,test_diagnostic_Top30_相对全市场提升_标准差,test_diagnostic_Top30_逐日均值_25分位,test_diagnostic_Top30_逐日均值_50分位,test_diagnostic_Top30_逐日均值_75分位,test_diagnostic_Top100_逐日均值的均值,test_diagnostic_Top100_逐日均值的标准差,test_diagnostic_Top100_相对全市场提升_均值,test_diagnostic_Top100_相对全市场提升_标准差,test_diagnostic_Top100_逐日均值_25分位,test_diagnostic_Top100_逐日均值_50分位,test_diagnostic_Top100_逐日均值_75分位,test_diagnostic_Top300_逐日均值的均值,test_diagnostic_Top300_逐日均值的标准差,test_diagnostic_Top300_相对全市场提升_均值,test_diagnostic_Top300_相对全市场提升_标准差,test_diagnostic_Top300_逐日均值_25分位,test_diagnostic_Top300_逐日均值_50分位,test_diagnostic_Top300_逐日均值_75分位
2026-06-16 19:18:30,19437,20090112,20140110,y_ret_5,regression,raw,,,,,auto,100,5,0.05,0.8,0.8,0.1,0.05,1.0,200,hist,42,-1,1213,729817,722175,631047,51818,20131127,20140102,0.1,96,0.001822641701437533,0.042692408007016104,0.2766851782798767,0.5582162526415662,,,,,0.0026998803950846195,0.05196037331548552,-0.07743537425994873,-0.06357806749993164,-0.06787197400394299,,,,,0.146229433422684,0.09620989304264832,1.5199001765635765,wf_20260616_191741_edb423f9,0,quarterly,20140113,20141212,20131127,20140110,32,63771,20131127,20140102,26,51818,6,6,6,11953,20140103,20140110,0.006857864003129008,0.006381426085220072,0.0029797444597761467,0.0271495669436129,0.026007714807965713,0.025315052779354738,-0.004943047586731308,0.02106786546081708,0.04511773453181181,1967,1994,2011,20131204,0.006857864003129008,0.0271495669436129,0.011800911589860321,0.013569874066160812,-0.017600258030954205,0.011336597252169747,0.028644333749604588,0.006381426085220072,0.026007714807965713,0.011324473671951382,0.008329611103320075,-0.01707967080696762,0.008399286141100512,0.02432771268653542,0.0029797444597761467,0.025315052779354738,0.007922792046507457,0.006461824644860272,-0.0196260014243006,0.0034926650199316725,0.016491713736158552,0.09340339617804047,0.08857195930006324,1.0545481540225314,0.01328829122121143,0.011647036871668251,0.011147060391598317,0.031046355981257778,0.029434013070073477,0.0274403131850731,0.007662690709977752,0.025946574590161885,0.04356391329929453,1757,1879,2015,20141210,0.01328829122121143,0.031046355981257778,0.0056256005112336775,0.012661925028217754,-0.0071295300020470164,0.01993233075537463,0.03210815335714703,0.011647036871668251,0.029434013070073477,0.003984346161690501,0.009304030348638177,-0.004951664010937523,0.016036531857622126,0.03152680156615171,0.011147060391598317,0.0274403131850731,0.0034843696816205666,0.0065053514242939675,-0.005826689850640938,0.013749970288959584,0.03112335864856331
2026-06-16 19:19:51,19438,20091214,20141212,y_ret_5,regression,raw,,,,,auto,100,5,0.05,0.8,0.8,0.1,0.05,1.0,200,hist,42,-1,1213,1162234,1149485,1021302,88388,20140923,20141204,0.1,65,0.0019457524176687002,0.04411068371345767,0.185957670211792,0.4848605350466709,,,,,0.0035197061952203512,0.05932711180582071,-0.104286789894104,-0.05753692017949084,-0.08082439949698458,,,,,0.04163937376311356,0.10124688857093975,0.4112657124662006,wf_20260616_191741_edb423f9,1,quarterly,20141215,20151113,20140923,20141212,54,99184,20140923,20141204,48,88388,6,6,6,10796,20141205,20141212,0.006788250207586492,0.006211156851744041,0.0069048690990980086,0.03384054015140219,0.033673611898893986,0.031535694413285,0.006932750744799606,0.027225783964188347,0.048649662245115126,1773,1849,1873,20141204,0.006788250207586492,0.03384054015140219,-0.00014450053721311393,0.01439041882795738,-0.016962876235456052,0.017260443340111592,0.030915568383820754,0.006211156851744041,0.033673611898893986,-0.0007215938930555651,0.012275227545139487,-0.02336242880268735,0.012875281673525077,0.030786894061896827,0.0069048690990980086,0.031535694413285,-2.7881645701597587e-05,0.008519362757996187,-0.018622978206073608,0.011642786733490472,0.033077271464739,0.10368632413160782,0.1314476778707003,0.7888030112909246,0.01585995332129128,0.015094105090982704,0.014316830080431399,0.09783121941470917,0.09549537625618716,0.0933074542871588,0.00700736718858701,0.0862321551229781,0.06595100405076437,41,1698,1882,20150709,0.01585995332129128,0.09783121941470917,0.00885258613270427,0.021139247016870047,-0.022066149833909896,0.03189117023316194,0.06932177601461548,0.015094105090982704,0.09549537625618716,0.008086737902395693,0.015764473682368316,-0.02000559062270628,0.031003577512994186,0.06545373246462166,0.014316830080431399,0.0933074542871588,0.0073094628918443875,0.011908316923425812,-0.02046145537923638,0.030602446728475244,0.06728849326521438
2026-06-16 19:21:36,19439,20101115,20151113,y_ret_5,regression,raw,,,,,auto,100,5,0.05,0.8,0.8,0.1,0.05,1.0,200,hist,42,-1,1215,1554920,1519974,1368793,115533,20150722,20151105,0.1,18,0.0028196440543979406,0.05310032066191259,0.11849009990692139,0.4327212266767852,,,,,0.012971639633178711,0.11389310617056113,0.013612926006317139,0.19157874064998018,0.21742434274863187,,,,,0.09284028474430639,0.1182104858244985,0.7853811283894219,wf_20260616_191741_edb423f9,2,quarterly,20151116,20161014,20150722,20151113,76,126263,20150722,20151105,70,115533,6,6,6,10730,20151106,20151113,0.005338659780756288,0.0042220231772400075,0.005608062730021027,0.10115601524926578,0.09953172214041103,0.09833404440233975,0.0004909880760847479,0.09448247564530671,0.06547679523612498,856,1691,1830,20150916,0.005338659780756288,0.10115601524926578,0.0048476717046715394,0.020136245834179514,-0.048041707701998004,0.02129549276228657,0.07480465819663415,0.0042220231772400075,0.09953172214041103,0.0037310351011552627,0.016177207114864672,-0.04659544117927461,0.0179723029951561,0.06911858590758951,0.005608062730021027,0.09833404440233975,0.005117074653936279,0.012611867719936368,-0.038599034067126864,0.021120044156368825,0.06851650328074678,0.0697839006638455,0.09017832589027909,0.7738433817096173,-0.0009246168808934007,-0.00045732444037610787,0.0002096468185730955,0.04557624300060161,0.04347931371988522,0.04363180464642437,-0.0015818859170980994,0.046442293018920944,0.04518174285181298,1774,2013,2192,20151116,-0.0009246168808934007,0.04557624300060161,0.000657269036204699,0.013534595510924731,-0.015842311447790268,0.006697909407651145,0.024834091663856677,-0.00045732444037610787,0.04347931371988522,0.0011245614767219929,0.010207031326598752,-0.01637088837351859,0.008841919221042199,0.025191429286259358,0.0002096468185730955,0.04363180464642437,0.0017915327356711954,0.006890996037539791,-0.01597259073136372,0.008842660722979309,0.02433378875271698
2026-06-16 19:23:43,19440,20111014,20161014,y_ret_5,regression,raw,,,,,auto,100,5,0.05,0.8,0.8,0.1,0.05,1.0,200,hist,42,-1,1215,2016140,1973890,1722624,197106,20160518,20160929,0.1,5,0.004070042632520199,0.06379688575879075,0.04769343137741089,0.43060473739866634,,,,,0.002104720566421747,0.04587723363959238,-0.0028177499771118164,0.004178448204910819,0.042252085255336025,,,,,0.10945328477355452,0.06979879166334953,1.5681257821978467,wf_20260616_191741_edb423f9,3,quarterly,20161017,20170915,20160518,20161014,99,210010,20160518,20160929,93,197106,6,6,6,12904,20160930,20161014,0.006439160386264492,0.008298654788341579,0.008823867359796676,0.028661429764740894,0.02725354322341002,0.025553495747255663,0.005953423860839814,0.02553666151434893,0.03778774016316383,2011,2128,2192,20160531,0.006439160386264492,0.028661429764740894,0.0004857365254246768,0.009651114435786642,-0.007750779577538969,0.0074654209016906965,0.02543847387036747,0.008298654788341579,0.02725354322341002,0.002345230927501764,0.006131037848602795,-0.0071239290349465615,0.010857628523708786,0.0259489565906617,0.008823867359796676,0.025553495747255663,0.002870443498956862,0.0028682260058855995,-0.004429096482957513,0.0110505443315701,0.024441834804586903,0.06908027245704568,0.08238422653454949,0.8385133339581148,-0.0020320813872379854,-0.0010484814362957165,-0.0009380480682290734,0.025731618874964477,0.024897326236330314,0.02332587380455329,-0.0016577787331227513,0.02179991081577492,0.037953191394013944,2124,2201,2315,20161122,-0.0020320813872379854,0.025731618874964477,-0.0003743026541152346,0.010184506324812832,-0.013666115557279963,0.00288737908853209,0.013799964610477647,-0.0010484814362957165,0.024897326236330314,0.0006092972968270343,0.008036487689537318,-0.01149854009711715,0.002477565873770101,0.014687494748119846,-0.0009380480682290734,0.02332587380455329,0.0007197306648936771,0.005182124033429828,-0.009668137856224114,0.004181557556054159,0.013936762409954536
2026-06-16 19:26:08,19441,20120917,20170915,y_ret_5,regression,raw,,,,,auto,100,5,0.05,0.8,0.8,0.1,0.05,1.0,200,hist,42,-1,1216,2424726,2379797,2074508,245856,20170331,20170907,0.1,28,0.0033399658277630806,0.05779243746168767,0.11354553699493408,0.415227585718852,,,,,0.0022752287331968546,0.047699357786000166,-0.03440213203430176,0.070966079938699,0.09815879136624739,,,,,0.05608070764567733,0.08794016445347526,0.6377143822075387,wf_20260616_191741_edb423f9,4,quarterly,20170918,20180817,20170331,20170915,116,259651,20170331,20170907,110,245856,6,6,6,13795,20170908,20170915,-0.0027529220899809854,-0.0014142554740426442,-0.001431127895698944,0.026100402653715608,0.02467346012532128,0.025063575792191265,-0.0025598067120464036,0.023545576645268004,0.0401171153950189,2134,2225,2315,20170405,-0.0027529220899809854,0.026100402653715608,-0.0001931153779345827,0.008570540766232688,-0.01859133984274649,0.0026907692821110498,0.015260048354387722,-0.0014142554740426442,0.02467346012532128,0.0011455512380037585,0.004380129366458229,-0.01696414262021668,0.003374635313308948,0.016800568855496287,-0.001431127895698944,0.025063575792191265,0.0011286788163474592,0.004451074318810734,-0.017467572276820824,0.004546219941194068,0.016805486809597793,0.04792073442545531,0.09647997714408474,0.49669098028381287,-0.005962475381478034,-0.006434223962105657,-0.005981545715950784,0.032558579352721495,0.031965167170427154,0.03186107653433264,-0.0074459983156264994,0.030017476286320774,0.04282358909364624,2307,2464,2811,20170918,-0.005962475381478034,0.032558579352721495,0.0014835229341484645,0.01066506044398658,-0.024392612198867993,-0.0022488837973220306,0.01566625395675763,-0.006434223962105657,0.031965167170427154,0.0010117743535208428,0.007323934850645929,-0.022439330078522085,-0.0046843084074724714,0.015789846506335508,-0.005981545715950784,0.03186107653433264,0.0014644525996757149,0.005575873171327118,-0.021736657430224245,-0.0049436171522660634,0.015658861864651458
2026-06-16 19:28:43,19442,20130819,20180817,y_ret_5,regression,raw,,,,,auto,100,5,0.05,0.8,0.8,0.1,0.05,1.0,200,hist,42,-1,1221,2561698,2516085,2161608,289150,20180301,20180809,0.1,3,0.0035088914446532726,0.059235896588582776,0.024129033088684082,0.3469840416073263,,,,,0.0032527181319892406,0.05703260586707608,-0.04518306255340576,0.09637076969660714,0.11698096856119775,,,,,0.06038013682974274,0.08904062217359376,0.6781189905886497,wf_20260616_191741_edb423f9,5,quarterly,20180820,20190718,20180301,20180817,117,305947,20180301,20180809,111,289150,6,6,6,16797,20180810,20180817,-0.005872732792100457,-0.005676102468892499,-0.005722077269349284,0.037377160574115144,0.03647181502688913,0.033285501001897214,-0.007398397877461341,0.031421980258155124,0.04569815939678216,2429,2584,2798,20180301,-0.005872732792100457,0.037377160574115144,0.0015256650853608849,0.015207197892033793,-0.022378593295853358,-0.0025219289331191402,0.01878666493375965,-0.005676102468892499,0.03647181502688913,0.0017222954085688432,0.011411923652398548,-0.023736690484205073,-0.0035211322223568774,0.016886895744926765,-0.005722077269349284,0.033285501001897214,0.0016763206081120577,0.005888033733141849,-0.020619213273982,-0.0030837180780455124,0.01447729935982281,0.06949916310143417,0.0797111921595878,0.8718871367811388,0.0029702179616161884,0.0035000825508101708,0.0035262036815259844,0.039072802397032654,0.037220393045823,0.036442868364819365,0.002044029674448482,0.036574591958579976,0.04685276969908128,2753,2984,3050,20181022,0.0029702179616161884,0.039072802397032654,0.0009261882871677079,0.014343247558627299,-0.02157384750444494,0.0023487194836812647,0.028435593356153626,0.0035000825508101708,0.037220393045823,0.0014560528763616894,0.009718841461422796,-0.019298768680570354,0.0034301602953078036,0.029022338236765456,0.0035262036815259844,0.036442868364819365,0.0014821740070775032,0.006244851664912111,-0.017298002177273567,0.0022201261537333154,0.027398303812784266
2026-06-16 19:31:25,19443,20140718,20190718,y_ret_5,regression,raw,,,,,auto,100,5,0.05,0.8,0.8,0.1,0.05,1.0,200,hist,42,-1,1220,2785977,2735216,2334273,328804,20190124,20190710,0.1,11,0.0033114319667220116,0.05754504293787616,0.07442408800125122,0.39815574402818704,,,,,0.004241799935698509,0.06512910206427315,0.006174266338348389,0.0913156755197367,0.15781459350472868,,,,,0.10458861557478087,0.0707872738603884,1.4775059113175886,wf_20260616_191741_edb423f9,6,quarterly,20190719,20200619,20190124,20190718,116,347036,20190124,20190710,110,328804,6,6,6,18232,20190711,20190718,0.0103721389424023,0.01167895235573878,0.01227068551712025,0.04170439238848287,0.04098508696514593,0.04046076601135702,0.007861328862296613,0.039561345077958866,0.0513999639055739,2778,2997,3049,20190225,0.0103721389424023,0.04170439238848287,0.0025108100801056812,0.01340712887508467,-0.00783893971432651,0.011006010705094634,0.03526581461873245,0.01167895235573878,0.04098508696514593,0.003817623493442162,0.008236374534948259,-0.01269419912876716,0.01123102877581306,0.0374307861028349,0.01227068551712025,0.04046076601135702,0.004409356654823638,0.005445027745560666,-0.012550883331658798,0.01468058574559182,0.03710043724527565,0.050365251431197806,0.08108449461214533,0.6211452839671987,0.0025097870993661675,0.0034490667299208384,0.0032145005097743316,0.03442766405037642,0.03374933797539068,0.0329911259153975,0.0023289194378704223,0.032664867996377946,0.04903493421624242,2921,3057,3158,20200206,0.0025097870993661675,0.03442766405037642,0.0001808676614957452,0.010353412102743029,-0.012533657602759127,0.0032109099891520256,0.023483293666309645,0.0034490667299208384,0.03374933797539068,0.0011201472920504155,0.0067392724738625535,-0.012074661887711956,0.005041262741992887,0.024790135996089754,0.0032145005097743316,0.0329911259153975,0.0008855810719039088,0.004517026263931364,-0.011169116108123534,0.005149141253662561,0.02189342683074205
2026-06-16 19:34:20,19444,20150619,20200619,y_ret_5,regression,raw,,,,,auto,100,5,0.05,0.8,0.8,0.1,0.05,1.0,200,hist,42,-1,1219,3068967,3019219,2613109,336339,20191226,20200611,0.1,6,0.003098375629633665,0.0556630544403886,0.027822494506835938,0.2803337061169836,,,,,0.004847625270485878,0.06962488973410211,0.004512190818786621,0.08342458810620813,0.15490809998418423,,,,,0.051048316385165105,0.0765529929568745,0.666836323616018,wf_20260616_191741_edb423f9,7,quarterly,20200622,20210520,20191226,20200619,116,354793,20191226,20200611,110,336339,6,6,6,18454,20200612,20200619,0.00011487478224000652,0.001614795903932043,0.0026141757195099376,0.04120406027200948,0.04023028263813068,0.040860701602322795,0.0014424933730519725,0.04017717680043759,0.05615670333907133,2921,3062,3158,20200206,0.00011487478224000652,0.04120406027200948,-0.0013276185908119651,0.012842226326376145,-0.014077694102682722,0.005151304851612951,0.023702097747610305,0.001614795903932043,0.04023028263813068,0.00017230253088007026,0.00835560798351692,-0.013432226203599395,0.007399415669558734,0.024901290873931815,0.0026141757195099376,0.040860701602322795,0.0011716823464579635,0.0050884108937734865,-0.011684679595682347,0.008884694654880936,0.027583519711997528,0.041795366908575035,0.07976854467916838,0.5239579971864514,0.0034860564421124655,0.003436384225206855,0.003196243423146609,0.03064427913511685,0.030468694228456727,0.029071314850408696,0.002803201057316002,0.028808879024772707,0.05521792793413884,2917,3186,3341,20200713,0.0034860564421124655,0.03064427913511685,0.000682855384796464,0.013024219817902864,-0.017689885667500186,0.0013470930251160047,0.022122238985846983,0.003436384225206855,0.030468694228456727,0.0006331831678908545,0.008904552510116645,-0.017005652053953837,0.0016843808221220502,0.01908014356869343,0.003196243423146609,0.029071314850408696,0.00039304236583060796,0.006710416504981461,-0.015049691339185009,0.0004620093397021696,0.018126823588833597
2026-06-16 19:37:38,19445,20160520,20210520,y_ret_5,regression,raw,,,,,auto,100,5,0.05,0.8,0.8,0.1,0.05,1.0,200,hist,42,-1,1216,3361873,3319552,2897294,354940,20201126,20210512,0.1,15,0.0024214726872742176,0.049208461541428196,0.06459784507751465,0.3822774107533054,,,,,0.003802704392001033,0.06166607164398453,-0.005620360374450684,0.016379519654085888,0.015623340045612838,,,,,0.023513792362635663,0.10949400841056843,0.2147495804013884,wf_20260616_191741_edb423f9,8,quarterly,20210521,20220421,20201126,20210520,116,374591,20201126,20210512,110,354940,6,6,6,19651,20210513,20210520,-0.0036058669280627075,-0.0016146605117538454,-0.0017448690657361338,0.03425354576682068,0.030440464582332502,0.0285942259551615,-0.001337560169130549,0.024525552618044497,0.05603999283086012,3133,3223,3341,20210104,-0.0036058669280627075,0.03425354576682068,-0.0022683067589321575,0.020360049442141242,-0.02346264401436871,-0.002575439559684258,0.018613659149275322,-0.0016146605117538454,0.030440464582332502,-0.00027710034262329563,0.01549056986006674,-0.023381940804488327,-0.003036277327356428,0.016988585743401403,-0.0017448690657361338,0.0285942259551615,-0.0004073088966055844,0.01098281943534416,-0.021713510545219077,-0.0028510934239858107,0.01711572267909524,0.023299763647422832,0.08271466616920609,0.2816884202828001,-0.004833587009482687,-0.003925130357945968,-0.0024730146748069702,0.036358788681126575,0.03381682528733873,0.03175232038339179,-0.0016074023511877503,0.028634387915649248,0.05859668255527754,3272,3554,3799,20210531,-0.004833587009482687,0.036358788681126575,-0.003226184658294937,0.018714782376083587,-0.02021000505852838,-0.0014775850495051498,0.015665262068234077,-0.003925130357945968,0.03381682528733873,-0.0023177280067582184,0.014120214663861009,-0.020321524143056748,-0.0005425243144715696,0.016694195505132837,-0.0024730146748069702,0.03175232038339179,-0.0008656123236192209,0.010085964878566722,-0.015412656365422646,0.001737887387033195,0.01769187613288749
2026-06-16 19:41:18,19446,20170421,20220421,y_ret_5,regression,raw,,,,,auto,100,5,0.05,0.8,0.8,0.1,0.05,1.0,200,hist,42,-1,1217,3680145,3628135,3155182,400825,20211101,20220413,0.1,0,0.0028771236538887024,0.053638825992826336,0.00208437442779541,0.17643984579072142,,,,,0.00381611124612391,0.06177468127092126,-0.0027494430541992188,0.02641476122089837,0.0365996292843121,,,,,0.04248847271930873,0.04448029469146002,0.9552201264409854,wf_20260616_191741_edb423f9,9,quarterly,20220422,20230322,20211101,20220421,116,423448,20211101,20220413,110,400825,6,6,6,22623,20220414,20220421,-0.0035322040256257417,-0.0011724982205249417,0.0008804961835787818,0.029717436495515618,0.02620957198159152,0.023532811442890322,-0.0011256620992686345,0.025651584535999913,0.055902755049479905,3504,3651,3779,20211101,-0.0035322040256257417,0.029717436495515618,-0.0024065419263571077,0.014947913022273246,-0.023556815205253524,0.000876094088226446,0.017179806035341177,-0.0011724982205249417,0.02620957198159152,-4.6836121256306926e-05,0.009489031439459727,-0.013479665303843064,0.004582117118740032,0.013613033450411281,0.0008804961835787818,0.023532811442890322,0.002006158282847416,0.008140157870065322,-0.011411376401448674,0.00454990724113921,0.014990645502529529,0.05144087545911279,0.040840232850901055,1.2595637161744992,0.00261530992517301,0.004076522148945827,0.004186869085343161,0.030162050262577386,0.026419485113079365,0.02283591907294667,0.005671927367249504,0.02439348676901727,0.0490575396864627,3581,4040,4265,20220429,0.00261530992517301,0.030162050262577386,-0.0030566174420764945,0.015068726698500312,-0.014359619536190499,0.0019932855260227328,0.02081302098563988,0.004076522148945827,0.026419485113079365,-0.0015954052183036757,0.010360504952956725,-0.012474151216084552,0.004067728192583813,0.018558215956947413,0.004186869085343161,0.02283591907294667,-0.0014850582819063414,0.00826685817828666,-0.00919829811052056,0.003690701889902491,0.018763747052281635
